TYPE,YEAR,MONTH,DAY,HOUR,MINUTE,HUNDRED_BLOCK,NEIGHBOURHOOD,X,Y
Other Theft,2025,1,13,15,7,6XX BURRARD ST,Central Business District,491278.6732,5459176.8304
Other Theft,2025,1,2,15,13,6XX CITADEL PRDE,Central Business District,491991.7148,5458517.977
Other Theft,2025,1,17,14,47,6XX CITADEL PRDE,Central Business District,491991.7148,5458517.977
Other Theft,2025,1,20,20,0,6XX COMMERCIAL DR,Grandview-Woodland,494870.8486,5458485.9346
Other Theft,2025,1,4,8,55,6XX DAVIE ST,Central Business District,490893.4032,5458208.6324
Other Theft,2025,1,26,12,6,6XX DUNSMUIR ST,Central Business District,491607.5802,5458927.3769
Other Theft,2025,1,10,11,4,6XX E 47TH AVE,Sunset,493328.5411,5452732.5524
Other Theft,2025,1,6,3,49,6XX E BROADWAY AVE,Mount Pleasant,493380.1076,5456644.7653
Other Theft,2025,1,21,23,23,6XX E HASTINGS ST,Strathcona,493354.7701,5458724.2337
Other Theft,2025,1,9,15,0,6XX E HASTINGS ST,Strathcona,493397.8677,5458723.083
Other Theft,2025,1,16,14,45,6XX E HASTINGS ST,Strathcona,493446.4819,5458721.7848
Other Theft,2025,1,18,11,45,6XX EXPO BLVD,Central Business District,492080.5773,5458435.4767
Other Theft,2025,1,13,13,53,6XX GRANVILLE ST,Central Business District,491444.6134,5458895.098
Other Theft,2025,1,16,11,32,6XX GRANVILLE ST,Central Business District,491444.6134,5458895.098
Other Theft,2025,1,9,14,56,6XX GRANVILLE ST,Central Business District,491445.9138,5458896.4061
Other Theft,2025,1,12,12,44,6XX GRANVILLE ST,Central Business District,491445.9138,5458896.4061
Other Theft,2025,1,3,15,3,6XX GRANVILLE ST,Central Business District,491461.7184,5458912.3288
Other Theft,2025,1,6,14,10,6XX GRANVILLE ST,Central Business District,491461.7184,5458912.3288
Other Theft,2025,1,6,14,49,6XX GRANVILLE ST,Central Business District,491461.7184,5458912.3288
Other Theft,2025,1,6,21,24,6XX GRANVILLE ST,Central Business District,491461.7184,5458912.3288
Other Theft,2025,1,8,15,51,6XX GRANVILLE ST,Central Business District,491461.7184,5458912.3288
Other Theft,2025,1,9,17,22,6XX GRANVILLE ST,Central Business District,491461.7184,5458912.3288
Other Theft,2025,1,13,13,29,6XX GRANVILLE ST,Central Business District,491461.7184,5458912.3288
Other Theft,2025,1,13,14,49,6XX GRANVILLE ST,Central Business District,491461.7184,5458912.3288
Other Theft,2025,1,14,20,35,6XX GRANVILLE ST,Central Business District,491461.7184,5458912.3288
Other Theft,2025,1,15,14,46,6XX GRANVILLE ST,Central Business District,491461.7184,5458912.3288
Other Theft,2025,1,17,7,17,6XX GRANVILLE ST,Central Business District,491461.7184,5458912.3288
Other Theft,2025,1,18,13,41,6XX GRANVILLE ST,Central Business District,491461.7184,5458912.3288
Other Theft,2025,1,21,19,55,6XX GRANVILLE ST,Central Business District,491461.7184,5458912.3288
Other Theft,2025,1,22,19,47,6XX GRANVILLE ST,Central Business District,491461.7184,5458912.3288
Other Theft,2025,1,23,13,52,6XX GRANVILLE ST,Central Business District,491461.7184,5458912.3288
Other Theft,2025,1,26,18,8,6XX GRANVILLE ST,Central Business District,491461.7184,5458912.3288
Other Theft,2025,1,29,14,20,6XX GRANVILLE ST,Central Business District,491461.7184,5458912.3288
Other Theft,2025,1,8,19,21,6XX HAWKS AVE,Strathcona,493658.689,5458480.8865
Other Theft,2025,1,6,12,52,6XX HELMCKEN ST,Central Business District,490976.8333,5458355.5361
Other Theft,2025,1,7,15,4,6XX HOMER ST,Central Business District,491676.3933,5458702.8347
Other Theft,2025,1,11,8,50,6XX HOMER ST,Central Business District,491676.3933,5458702.8347
Other Theft,2025,1,11,9,10,6XX HOMER ST,Central Business District,491676.3933,5458702.8347
Other Theft,2025,1,12,13,5,6XX HOMER ST,Central Business District,491676.3933,5458702.8347
Other Theft,2025,1,17,18,55,6XX HOMER ST,Central Business District,491676.3933,5458702.8347
Other Theft,2025,1,22,15,18,6XX HOMER ST,Central Business District,491676.3933,5458702.8347
Other Theft,2025,1,7,14,0,6XX PACIFIC BLVD,Central Business District,492087.3681,5458247.5433
Other Theft,2025,1,4,18,13,6XX ROBSON ST,Central Business District,491315.8484,5458719.0623
Other Theft,2025,1,7,10,57,6XX SEYMOUR ST,Central Business District,491583.1648,5458889.7833
Other Theft,2025,1,10,19,58,6XX SEYMOUR ST,Central Business District,491583.6154,5458890.2439
Other Theft,2025,1,6,18,0,6XX W 14TH AVE,Fairview,491368.1781,5456238.1876
Other Theft,2025,1,29,7,50,6XX W GEORGIA ST,Central Business District,491439.7827,5458826.841
Other Theft,2025,1,9,8,40,70XX HEATHER ST,Oakridge,490982.8603,5452027.376
Other Theft,2025,1,23,10,41,70XX VIVIAN DR,Killarney,496321.3787,5451891.3248
Other Theft,2025,1,2,0,0,71XX VICTORIA DR,Victoria-Fraserview,495196.1434,5451821.5057
Other Theft,2025,1,16,14,11,74XX PAULSON ST,Marpole,491359.291,5451679.523
Other Theft,2025,1,13,13,55,78XX CARTIER ST,Marpole,489981.3976,5451280.8944
Other Theft,2025,1,29,17,47,7XX BURRARD ST,West End,491089.0068,5458981.0764
Other Theft,2025,1,24,21,37,7XX BURRARD ST,West End,491107.1134,5458998.8356
Other Theft,2025,1,4,22,57,7XX BUTE ST,West End,490796.7279,5459281.2509
Other Theft,2025,1,14,21,21,7XX BUTE ST,West End,490797.659,5459282.3112
Other Theft,2025,1,2,18,29,7XX DAVIE ST,Central Business District,490773.1242,5458328.4123
Other Theft,2025,1,11,14,18,7XX DAVIE ST,Central Business District,490783.7353,5458304.9989
Other Theft,2025,1,25,10,11,7XX DAVIE ST,Central Business District,490802.4357,5458286.4405
Other Theft,2025,1,19,15,26,7XX DUNSMUIR ST,Central Business District,491483.7724,5459051.5702
Other Theft,2025,1,8,12,44,7XX DUNSMUIR ST,Central Business District,491485.3891,5459049.9518
Other Theft,2025,1,12,18,40,7XX DUNSMUIR ST,Central Business District,491511.6366,5459023.6766
Other Theft,2025,1,18,17,59,7XX DUNSMUIR ST,Central Business District,491511.6366,5459023.6766
Other Theft,2025,1,5,18,57,7XX DUNSMUIR ST,Central Business District,491512.5072,5459022.8055
Other Theft,2025,1,2,20,12,7XX DUNSMUIR ST,Central Business District,491512.5072,5459022.8055
Other Theft,2025,1,25,18,35,7XX DUNSMUIR ST,Central Business District,491512.5072,5459022.8055
Other Theft,2025,1,3,9,35,7XX E 21ST AVE,Kensington-Cedar Cottage,493544.0657,5455465.2028
Other Theft,2025,1,28,15,5,7XX E 62ND AVE,Sunset,493378.1396,5451241.2133
Other Theft,2025,1,22,15,58,7XX E HASTINGS ST,Strathcona,493542.9202,5458708.9176
Other Theft,2025,1,6,17,30,7XX GRANVILLE ST,Central Business District,491295.2384,5458744.7745
Other Theft,2025,1,1,11,36,7XX GRANVILLE ST,Central Business District,491394.1166,5458844.2562
Other Theft,2025,1,2,21,36,7XX GRANVILLE ST,Central Business District,491394.1166,5458844.2562
Other Theft,2025,1,3,20,15,7XX GRANVILLE ST,Central Business District,491394.1166,5458844.2562
Other Theft,2025,1,4,15,45,7XX GRANVILLE ST,Central Business District,491394.1166,5458844.2562
Other Theft,2025,1,4,17,36,7XX GRANVILLE ST,Central Business District,491394.1166,5458844.2562
Other Theft,2025,1,8,19,42,7XX GRANVILLE ST,Central Business District,491394.1166,5458844.2562
Other Theft,2025,1,10,20,22,7XX GRANVILLE ST,Central Business District,491394.1166,5458844.2562
Other Theft,2025,1,12,13,46,7XX GRANVILLE ST,Central Business District,491394.1166,5458844.2562
Other Theft,2025,1,13,9,42,7XX GRANVILLE ST,Central Business District,491394.1166,5458844.2562
Other Theft,2025,1,14,15,33,7XX GRANVILLE ST,Central Business District,491394.1166,5458844.2562
Other Theft,2025,1,14,15,44,7XX GRANVILLE ST,Central Business District,491394.1166,5458844.2562
Other Theft,2025,1,19,11,39,7XX GRANVILLE ST,Central Business District,491394.1166,5458844.2562
Other Theft,2025,1,26,14,30,7XX GRANVILLE ST,Central Business District,491394.1166,5458844.2562
Other Theft,2025,1,27,13,20,7XX GRANVILLE ST,Central Business District,491394.1166,5458844.2562
Other Theft,2025,1,27,19,21,7XX GRANVILLE ST,Central Business District,491394.1166,5458844.2562
Other Theft,2025,1,28,21,8,7XX GRANVILLE ST,Central Business District,491394.1166,5458844.2562
Other Theft,2025,1,29,18,50,7XX GRANVILLE ST,Central Business District,491394.1166,5458844.2562
Other Theft,2025,1,8,10,39,7XX GRANVILLE ST,Central Business District,491396.0641,5458846.2153
Other Theft,2025,1,8,12,34,7XX GRANVILLE ST,Central Business District,491396.0641,5458846.2153
Other Theft,2025,1,10,17,13,7XX GRANVILLE ST,Central Business District,491396.0641,5458846.2153
Other Theft,2025,1,11,10,7,7XX GRANVILLE ST,Central Business District,491396.0641,5458846.2153
Other Theft,2025,1,15,20,41,7XX GRANVILLE ST,Central Business District,491396.0641,5458846.2153
Other Theft,2025,1,17,15,40,7XX GRANVILLE ST,Central Business District,491396.0641,5458846.2153
Other Theft,2025,1,18,21,39,7XX GRANVILLE ST,Central Business District,491396.0641,5458846.2153
Other Theft,2025,1,22,19,28,7XX GRANVILLE ST,Central Business District,491396.0641,5458846.2153
Other Theft,2025,1,1,18,50,7XX GREAT NORTHERN WAY,Mount Pleasant,493622.5528,5457072.5752
Other Theft,2025,1,20,18,30,7XX GREAT NORTHERN WAY,Mount Pleasant,493623.0715,5457072.4218
Other Theft,2025,1,17,21,0,7XX HAMILTON ST,Central Business District,491689.4646,5458575.2113
Other Theft,2025,1,8,15,43,7XX HORNBY ST,Central Business District,491179.9709,5458926.2718
Other Theft,2025,1,14,16,22,7XX HORNBY ST,Central Business District,491179.9709,5458926.2718
Other Theft,2025,1,17,12,30,7XX HORNBY ST,Central Business District,491179.9709,5458926.2718
Other Theft,2025,1,11,15,0,7XX HORNBY ST,Central Business District,491180.9125,5458927.2301
Other Theft,2025,1,7,8,0,7XX SW MARINE DR,Marpole,491066.6177,5450555.5408
Other Theft,2025,1,13,11,0,7XX TEMPLETON DR,Grandview-Woodland,495654.5945,5458388.7117
Other Theft,2025,1,17,11,0,7XX TEMPLETON DR,Grandview-Woodland,495654.5945,5458388.7117
Other Theft,2025,1,21,9,52,7XX TERMINAL AVE,Strathcona,493619.4349,5457566.9179
Other Theft,2025,1,23,14,34,7XX THURLOW ST,West End,490967.2885,5459155.0621
Other Theft,2025,1,26,10,22,7XX THURLOW ST,West End,490970.3592,5459145.1927
Other Theft,2025,1,27,11,41,7XX W 6TH AVE,Fairview,491230.9898,5457014.2969
Other Theft,2025,1,30,8,29,7XX W 6TH AVE,Fairview,491230.9898,5457014.2969
Other Theft,2025,1,23,0,0,7XX W BROADWAY AVE,Fairview,491170.7248,5456739.2377
Other Theft,2025,1,6,15,51,7XX W GEORGIA ST,Central Business District,491392.2116,5458887.1672
Other Theft,2025,1,15,15,45,7XX W GEORGIA ST,Central Business District,491401.3214,5458865.3307
Other Theft,2025,1,19,13,11,7XX W GEORGIA ST,Central Business District,491401.3214,5458865.3307
Other Theft,2025,1,20,11,55,7XX W GEORGIA ST,Central Business District,491402.7991,5458863.8718
Other Theft,2025,1,24,10,41,7XX W GEORGIA ST,Central Business District,491402.7991,5458863.8718
Other Theft,2025,1,25,16,52,7XX W GEORGIA ST,Central Business District,491402.7991,5458863.8718
Other Theft,2025,1,3,10,38,7XX W GEORGIA ST,Central Business District,491407.7443,5458871.8391
Other Theft,2025,1,4,17,40,7XX W GEORGIA ST,Central Business District,491407.7443,5458871.8391
Other Theft,2025,1,6,10,40,7XX W GEORGIA ST,Central Business District,491407.7443,5458871.8391
Other Theft,2025,1,8,12,25,7XX W GEORGIA ST,Central Business District,491407.7443,5458871.8391
Other Theft,2025,1,13,12,45,7XX W GEORGIA ST,Central Business District,491407.7443,5458871.8391
Other Theft,2025,1,13,18,35,7XX W GEORGIA ST,Central Business District,491407.7443,5458871.8391
Other Theft,2025,1,15,14,5,7XX W GEORGIA ST,Central Business District,491407.7443,5458871.8391
Other Theft,2025,1,17,13,19,7XX W GEORGIA ST,Central Business District,491407.7443,5458871.8391
Other Theft,2025,1,17,13,24,7XX W GEORGIA ST,Central Business District,491407.7443,5458871.8391
Other Theft,2025,1,18,17,38,7XX W GEORGIA ST,Central Business District,491407.7443,5458871.8391
Other Theft,2025,1,19,14,30,7XX W GEORGIA ST,Central Business District,491407.7443,5458871.8391
Other Theft,2025,1,19,19,26,7XX W GEORGIA ST,Central Business District,491407.7443,5458871.8391
Other Theft,2025,1,22,12,35,7XX W GEORGIA ST,Central Business District,491407.7443,5458871.8391
Other Theft,2025,1,23,13,56,7XX W GEORGIA ST,Central Business District,491407.7443,5458871.8391
Other Theft,2025,1,23,16,27,7XX W GEORGIA ST,Central Business District,491407.7443,5458871.8391
Other Theft,2025,1,25,14,59,7XX W GEORGIA ST,Central Business District,491407.7443,5458871.8391
Other Theft,2025,1,28,16,48,7XX W GEORGIA ST,Central Business District,491407.7443,5458871.8391
Other Theft,2025,1,8,18,10,7XX W GEORGIA ST,Central Business District,491409.222,5458870.3802
Other Theft,2025,1,9,18,24,7XX W GEORGIA ST,Central Business District,491409.222,5458870.3802
Other Theft,2025,1,10,12,54,7XX W GEORGIA ST,Central Business District,491409.222,5458870.3802
Other Theft,2025,1,10,15,38,7XX W GEORGIA ST,Central Business District,491409.222,5458870.3802
Other Theft,2025,1,10,19,30,7XX W GEORGIA ST,Central Business District,491409.222,5458870.3802
Other Theft,2025,1,11,15,45,7XX W GEORGIA ST,Central Business District,491409.222,5458870.3802
Other Theft,2025,1,12,11,2,7XX W GEORGIA ST,Central Business District,491409.222,5458870.3802
Other Theft,2025,1,17,14,9,7XX W GEORGIA ST,Central Business District,491409.222,5458870.3802
Other Theft,2025,1,26,17,34,7XX W GEORGIA ST,Central Business District,491409.222,5458870.3802
Other Theft,2025,1,27,16,50,7XX W GEORGIA ST,Central Business District,491409.222,5458870.3802
Other Theft,2025,1,21,8,27,7XX W HASTINGS ST,Central Business District,491684.1488,5459209.7515
Other Theft,2025,1,21,16,3,7XX W PENDER ST,Central Business District,491607.7847,5459138.4593
Other Theft,2025,1,17,14,7,81XX MAIN ST,Sunset,492552.8616,5450994.619
Other Theft,2025,1,14,19,15,81XX ONTARIO ST,Marpole,492228.2561,5450914.8531
Other Theft,2025,1,30,19,32,81XX ONTARIO ST,Marpole,492228.2561,5450914.8531
Other Theft,2025,1,25,9,5,81XX ONTARIO ST,Marpole,492228.3907,5450918.6706
Other Theft,2025,1,25,10,11,81XX ONTARIO ST,Marpole,492228.3907,5450918.6706
Other Theft,2025,1,15,10,11,81XX ONTARIO ST,Marpole,492228.4162,5450919.3917
Other Theft,2025,1,5,11,34,81XX ONTARIO ST,Marpole,492228.5569,5450923.3789
Other Theft,2025,1,7,17,33,81XX ONTARIO ST,Marpole,492228.5569,5450923.3789
Other Theft,2025,1,6,12,0,82XX SHAUGHNESSY ST,Marpole,490616.4644,5450934.6583
Other Theft,2025,1,1,19,22,84XX GRANVILLE ST,Marpole,489762.8566,5450783.8268
Other Theft,2025,1,13,16,35,88XX LAUREL ST,Marpole,490923.8822,5450230.7068
Other Theft,2025,1,9,10,0,89XX STANLEY PARK DR,Stanley Park,489241.0437,5460017.4315
Other Theft,2025,1,15,12,30,8X EXPO BLVD,Central Business District,492283.9607,5458374.5952
Other Theft,2025,1,3,17,45,8X W BROADWAY AVE,Mount Pleasant,492247.2426,5456698.7018
Other Theft,2025,1,11,15,58,8X W PENDER ST,Central Business District,492206.8702,5458693.4618
Other Theft,2025,1,17,20,19,8X W PENDER ST,Central Business District,492206.8702,5458693.4618
Other Theft,2025,1,6,13,59,8X W PENDER ST,Central Business District,492208.5573,5458692.9973
Other Theft,2025,1,16,13,53,8X W PENDER ST,Central Business District,492208.5573,5458692.9973
Other Theft,2025,1,27,20,29,8X W PENDER ST,Central Business District,492212.5321,5458691.9037
Other Theft,2025,1,8,12,42,8XX BUTE ST,West End,490636.7871,5459125.1321
Other Theft,2025,1,12,3,0,8XX DAVIE ST,Central Business District,490718.7909,5458369.2068
Other Theft,2025,1,13,17,37,8XX DAVIE ST,Central Business District,490744.2316,5458344.193
Other Theft,2025,1,20,15,50,8XX DENMAN ST,West End,490114.2847,5459839.1328
Other Theft,2025,1,9,17,41,8XX GRANVILLE ST,Central Business District,491173.3406,5458634.9576
Other Theft,2025,1,3,12,4,8XX GRANVILLE ST,Central Business District,491252.5984,5458701.8251
Other Theft,2025,1,11,15,11,8XX GRANVILLE ST,Central Business District,491285.6749,5458735.1475
Other Theft,2025,1,8,9,16,8XX HELMCKEN ST,Central Business District,490856.1761,5458475.0793
Other Theft,2025,1,2,11,33,8XX HOMER ST,Central Business District,491402.3801,5458427.1507
Other Theft,2025,1,4,9,0,8XX HOMER ST,Central Business District,491473.3602,5458498.6413
Other Theft,2025,1,25,13,38,8XX HOWE ST,Central Business District,491166.1481,5458763.207
Other Theft,2025,1,8,18,23,8XX PACIFIC ST,Central Business District,490453.6565,5458174.7755
Other Theft,2025,1,1,18,38,8XX ROBSON ST,Central Business District,491204.8396,5458814.6891
Other Theft,2025,1,9,20,0,8XX SEYMOUR ST,Central Business District,491359.5315,5458663.1174
Other Theft,2025,1,3,21,0,8XX W 12TH AVE,Fairview,490964.0951,5456434.471
Other Theft,2025,1,12,15,33,8XX W 12TH AVE,Fairview,491033.0002,5456432.316
Other Theft,2025,1,29,16,14,8XX W 12TH AVE [10TH FLR ROOM 10610],Fairview,491033.0033,5456432.3188
Other Theft,2025,1,4,12,29,8XX W 46TH AVE,Oakridge,490856.7452,5452948.821
Other Theft,2025,1,1,10,20,8XX W GEORGIA ST,Central Business District,491281.5494,5458998.1447
Other Theft,2025,1,1,10,51,8XX W HASTINGS ST,Central Business District,491609.5275,5459284.4404
Other Theft,2025,1,19,14,0,8XX W PENDER ST,Central Business District,491499.2161,5459242.6241
Other Theft,2025,1,5,12,58,9X KEEFER PL,Central Business District,492178.5267,5458559.2018
Other Theft,2025,1,23,4,57,9X SMITHE ST,Central Business District,491598.9399,5458205.0981
Other Theft,2025,1,24,6,13,9X SMITHE ST,Central Business District,491598.9399,5458205.0981
Other Theft,2025,1,10,9,43,9XX BROUGHTON ST,West End,490327.1907,5459236.165
Other Theft,2025,1,28,12,30,9XX BURRARD ST,West End,490887.1516,5458782.3097
Other Theft,2025,1,22,16,40,9XX BURRARD ST,Central Business District,490952.141,5458832.437
Other Theft,2025,1,6,13,50,9XX CAMBIE ST,Central Business District,491475.4276,5458216.7731
Other Theft,2025,1,15,10,47,9XX CANADA PL,Central Business District,491688.8495,5459447.7094
Other Theft,2025,1,7,5,52,9XX E HASTINGS ST,Strathcona,493925.8441,5458703.4645
Other Theft,2025,1,1,21,35,9XX EXPO BLVD,Central Business District,491614.3733,5458083.2754
Other Theft,2025,1,1,15,1,9XX HORNBY ST,Central Business District,490931.9065,5458677.9877
Other Theft,2025,1,24,21,45,9XX MAIN ST,Strathcona,492745.9994,5458195.9259
Other Theft,2025,1,5,22,19,9XX MAIN ST,Strathcona,492746.4698,5458213.7883
Other Theft,2025,1,27,11,10,9XX MAINLAND ST,Central Business District,491438.8659,5458327.549
Other Theft,2025,1,6,4,30,9XX RICHARDS ST,Central Business District,491206.5251,5458385.5403
Other Theft,2025,1,6,16,4,9XX ROBSON ST,Central Business District,491087.3936,5458931.2578
Other Theft,2025,1,6,20,37,9XX ROBSON ST,Central Business District,491087.3936,5458931.2578
Other Theft,2025,1,7,13,27,9XX ROBSON ST,Central Business District,491087.3936,5458931.2578
Other Theft,2025,1,7,13,38,9XX ROBSON ST,Central Business District,491087.3936,5458931.2578
Other Theft,2025,1,7,17,52,9XX ROBSON ST,Central Business District,491087.3936,5458931.2578
Other Theft,2025,1,9,14,0,9XX ROBSON ST,Central Business District,491087.3936,5458931.2578
Other Theft,2025,1,9,15,47,9XX ROBSON ST,Central Business District,491087.3936,5458931.2578
Other Theft,2025,1,12,18,56,9XX ROBSON ST,Central Business District,491087.3936,5458931.2578
Other Theft,2025,1,14,11,41,9XX ROBSON ST,Central Business District,491087.3936,5458931.2578
Other Theft,2025,1,15,15,30,9XX ROBSON ST,Central Business District,491087.3936,5458931.2578
Other Theft,2025,1,18,16,32,9XX ROBSON ST,Central Business District,491087.3936,5458931.2578
Other Theft,2025,1,18,16,39,9XX ROBSON ST,Central Business District,491087.3936,5458931.2578
Other Theft,2025,1,19,17,31,9XX ROBSON ST,Central Business District,491087.3936,5458931.2578
Other Theft,2025,1,3,17,55,9XX ROBSON ST,Central Business District,491089.0072,5458929.7433
Other Theft,2025,1,4,15,45,9XX ROBSON ST,Central Business District,491089.0072,5458929.7433
Other Theft,2025,1,6,19,44,9XX ROBSON ST,Central Business District,491089.0072,5458929.7433
Other Theft,2025,1,7,20,37,9XX ROBSON ST,Central Business District,491089.0072,5458929.7433
Other Theft,2025,1,8,17,57,9XX ROBSON ST,Central Business District,491089.0072,5458929.7433
Other Theft,2025,1,9,19,11,9XX ROBSON ST,Central Business District,491089.0072,5458929.7433
Other Theft,2025,1,10,23,1,9XX ROBSON ST,Central Business District,491089.0072,5458929.7433
Other Theft,2025,1,20,16,55,9XX ROBSON ST,Central Business District,491089.0072,5458929.7433
Other Theft,2025,1,25,17,37,9XX ROBSON ST,Central Business District,491089.0072,5458929.7433
Other Theft,2025,1,7,12,58,9XX ROBSON ST,Central Business District,491125.4943,5458908.0422
Other Theft,2025,1,7,13,41,9XX ROBSON ST,Central Business District,491125.4943,5458908.0422
Other Theft,2025,1,4,16,45,9XX ROBSON ST,Central Business District,491142.191,5458892.3732
Other Theft,2025,1,25,12,55,9XX SEYMOUR ST,Central Business District,491153.9408,5458456.2365
Other Theft,2025,1,11,16,48,9XX SEYMOUR ST,Central Business District,491235.2963,5458550.2872
Other Theft,2025,1,6,8,45,9XX STANLEY PARK DR,Stanley Park,490733.9851,5460444.1841
Other Theft,2025,1,1,15,2,9XX TERMINAL AVE,Strathcona,493902.9131,5457453.3292
Other Theft,2025,1,19,14,43,9XX TERMINAL AVE,Strathcona,493902.9131,5457453.3292
Other Theft,2025,1,19,16,2,9XX TERMINAL AVE,Strathcona,493902.9131,5457453.3292
Other Theft,2025,1,21,14,7,9XX TERMINAL AVE,Strathcona,493902.9131,5457453.3292
Other Theft,2025,1,23,17,48,9XX TERMINAL AVE,Strathcona,493902.9131,5457453.3292
Other Theft,2025,1,1,10,36,9XX TERMINAL AVE,Strathcona,493902.9132,5457453.3292
Other Theft,2025,1,5,11,38,9XX TERMINAL AVE,Strathcona,493902.9132,5457453.3292
Other Theft,2025,1,6,18,22,9XX TERMINAL AVE,Strathcona,493902.9132,5457453.3292
Other Theft,2025,1,6,19,11,9XX TERMINAL AVE,Strathcona,493902.9132,5457453.3292
Other Theft,2025,1,7,19,12,9XX TERMINAL AVE,Strathcona,493902.9132,5457453.3292
Other Theft,2025,1,12,16,25,9XX TERMINAL AVE,Strathcona,493902.9132,5457453.3292
Other Theft,2025,1,19,9,0,9XX TERMINAL AVE,Strathcona,493902.9132,5457453.3292
Other Theft,2025,1,19,11,58,9XX TERMINAL AVE,Strathcona,493902.9132,5457453.3292
Other Theft,2025,1,21,11,30,9XX TERMINAL AVE,Strathcona,493902.9132,5457453.3292
Other Theft,2025,1,5,14,21,9XX TERMINAL AVE,Strathcona,493906.4997,5457452.474
Other Theft,2025,1,8,11,25,9XX TERMINAL AVE,Strathcona,493906.4997,5457452.474
Other Theft,2025,1,12,15,0,9XX TERMINAL AVE,Strathcona,493906.4997,5457452.474
Other Theft,2025,1,23,13,49,9XX TERMINAL AVE,Strathcona,493906.4997,5457452.474
Other Theft,2025,1,29,7,41,9XX TERMINAL AVE,Strathcona,493906.4997,5457452.474
Other Theft,2025,1,3,23,45,ABBOTT ST / KEEFER PL,Central Business District,492171.877,5458556.1886
Other Theft,2025,1,2,15,11,ARBUTUS ST / W 4TH AVE,Kitsilano,488885.8578,5457272.9888
Other Theft,2025,1,9,19,56,ARBUTUS ST / W 4TH AVE,Kitsilano,488885.8578,5457272.9888
Other Theft,2025,1,27,18,0,BEACH AVE / CHILCO ST,West End,489508.8385,5459647.5672
Other Theft,2025,1,17,12,30,BIDWELL ST / PENDRELL ST,West End,489878.8469,5459362.3198
Other Theft,2025,1,7,12,30,BONNYVALE AVE / GLADSTONE ST,Victoria-Fraserview,495480.2901,5451593.5793
Other Theft,2025,1,4,13,15,BRUNSWICK ST / E BROADWAY AVE,Mount Pleasant,492941.3024,5456673.5724
Other Theft,2025,1,4,16,57,BURRARD ST / MELVILLE ST,Central Business District,491271.8548,5459162.6249
Other Theft,2025,1,3,18,19,BURRARD ST / ROBSON ST,West End,491068.8642,5458954.9168
Other Theft,2025,1,29,6,0,BUTE ST / W GEORGIA ST,West End,490885.8447,5459383.6591
Other Theft,2025,1,8,20,16,CAMBIE ST / W 2ND AVE,Fairview,491630.5393,5457347.5033
Other Theft,2025,1,21,22,0,CAMBIE ST / W CORDOVA ST,Central Business District,492061.6988,5458981.8422
Other Theft,2025,1,1,12,0,CARRALL ST / E HASTINGS ST,Central Business District,492412.3483,5458751.9869
Other Theft,2025,1,2,0,12,COMMERCIAL DR / GRAVELEY ST,Grandview-Woodland,494933.3117,5457528.9353
Other Theft,2025,1,9,12,0,COMMERCIAL DR / PANDORA ST,Grandview-Woodland,494883.7862,5458927.9974
Other Theft,2025,1,12,1,56,DAVIE ST / THURLOW ST,West End,490456.6507,5458633.7717
Other Theft,2025,1,11,12,30,DENMAN ST / PENDRELL ST,West End,489762.9313,5459476.8847
Other Theft,2025,1,2,19,20,DUNSMUIR ST / GRANVILLE ST,Central Business District,491535.5949,5458993.2258
Other Theft,2025,1,8,18,55,DUNSMUIR ST / GRANVILLE ST,Central Business District,491535.5949,5458993.2258
Other Theft,2025,1,23,15,47,DUNSMUIR ST / SEYMOUR ST,Central Business District,491607.5155,5458920.9835
Other Theft,2025,1,12,18,15,E 13TH AVE / GLEN DR,Mount Pleasant,494072.8755,5456225.4208
Other Theft,2025,1,29,18,30,E CORDOVA ST / MAIN ST,Strathcona,492754.0167,5458842.0558
Other Theft,2025,1,17,6,38,E HASTINGS ST / MAIN ST,Strathcona,492749.7912,5458737.3828
Other Theft,2025,1,3,22,0,GRANDVIEW HWY / KASLO ST,Renfrew-Collingwood,496580.4835,5456159.3042
Other Theft,2025,1,27,0,23,GRANVILLE ST / W GEORGIA ST,Central Business District,491408.2275,5458864.9388
Other Theft,2025,1,30,14,59,KINGSWAY AVE / NANAIMO ST,Kensington-Cedar Cottage,495769.3315,5454345.5684
Other Theft,2025,1,25,17,0,KINGSWAY AVE / VICTORIA DR,Kensington-Cedar Cottage,495256.0,5454709.0
Other Theft,2025,1,9,13,30,PRINCE ALBERT ST / SE MARINE DR,Sunset,493573.2189,5450916.5498
Other Theft,2025,1,10,8,0,W BROADWAY AVE / YEW ST,Kitsilano,488701.1796,5456800.2331
Other Theft,2025,1,11,3,0,X ALEXANDER ST,Central Business District,492445.4248,5458975.2139
Other Theft,2025,1,14,13,30,X ATHLETES WAY,Mount Pleasant,492388.4557,5457648.476
Other Theft,2025,1,25,12,59,X ATHLETES WAY,Mount Pleasant,492388.4557,5457648.476
Other Theft,2025,1,3,20,0,X FALSE CREEK,Fairview,491173.1528,5457478.067
Other Theft,2025,1,16,14,55,X KINGSWAY AVE,Mount Pleasant,492669.4602,5456863.0683
Other Theft,2025,1,5,22,30,X NK_LOC ST,Strathcona,492765.9376,5458793.3025
Other Theft,2025,1,24,14,9,X NK_LOC ST,Strathcona,492772.5345,5458785.0055
Other Theft,2025,1,15,15,11,X POWELL ST,Central Business District,492441.0042,5458953.2865
